17043	25840.158441	18840.484525	20077.353290	23244.432092	27677.663226	26540.697883	30148.246912	30055.369517	27466.682771	33300.940468	36224.145084	48128.107860
19163	3928.872644	3338.435549	3438.239787	4024.780034	4677.657078	4189.191063	5065.107788	5615.976982	5341.180926	6365.255846	6937.833428	8830.970298
21209	1653.423258	1164.312976	1288.554604	1429.399481	1350.561023	1420.088502	1442.223587	1599.909209	1656.713105	2013.835310	2209.759561	2799.708670
23019	4013.647886	3598.503402	3584.279436	4646.441898	3656.096160	2885.575835	3221.620377	3580.396624	5159.516549	6106.075968	6002.599251	7401.239725
33013	3982.993894	3032.178314	3207.267759	3819.219173	3216.809294	3008.603644	3703.386906	3789.902639	5162.433342	6252.678343	6468.781631	7773.732882
36103	45484.217675	32187.851567	35544.933821	41384.075797	51453.335504	53638.761691	68204.322438	68833.269550	56975.814590	66196.919046	73564.728849	97445.094280
54039	7401.775215	 5446.139255	 5950.492091	 6800.518126	 7492.365320	 7249.455197	 8684.368139	 9183.416315	 8303.792704	 9828.478154	10255.496412	12686.634099
8101	2317.119064	1842.412503	1849.574247	2290.251113	2389.767943	2146.864246	2494.130510	2685.671056	2864.334735	3416.749408	3696.947094	4591.811733
13299	535.177434	 574.494639	 620.329230	 748.728134	 726.387284	 738.779995	 811.639950	 779.477249	 724.299139	1014.578164	1043.544839	1200.754158
19061	3036.094418	2211.405439	2281.688356	2925.419546	2877.486079	2213.098674	2598.206175	2998.569641	3459.230837	4094.592942	4461.172120	5431.383915
21071	1227.441534	 617.581540	 799.353284	 899.435813	1118.190409	1080.077871	1360.101033	1179.224688	1137.342854	1377.662708	1589.198996	2150.757224
36077	2091.935452	1739.673099	1837.352460	2432.089547	1974.142635	1305.000784	1760.301634	2496.547427	4008.040611	4689.578385	4126.749716	4347.063936
37153	1164.385356	 889.471929	1066.947616	1086.906400	1168.459521	1128.190726	1385.086584	1335.854267	1185.609630	1359.042718	1248.238836	1954.785917
48041	11331.599836	10281.996865	 9436.514617	12459.869452	 9333.410102	 8543.717110	 9381.872667	13695.620679	20642.952079	24093.844123	23950.873380	21326.120492
48203	1807.608146	1428.382866	1466.255036	1591.551238	1370.357839	1446.191444	1617.725798	1849.264363	1944.242596	2181.406948	2353.850956	2584.154270
55093	782.469496	 891.807628	 793.836225	1184.110944	 996.483518	 665.216121	 647.198994	 715.932173	1705.886811	1974.747440	1766.767190	1999.520378
1127	1774.169233	1210.123737	1141.476659	1224.428318	1393.780506	1437.009774	1924.898137	1967.892788	1812.122133	2161.813628	2490.519611	3583.956002
17111	5261.275392	 3282.982602	 3598.373650	 4365.721793	 5526.969279	 5522.937381	 7021.918729	 6329.768960	 5247.554788	 6396.514967	 7873.866782	11747.765468
17201	6197.767672	 5108.166059	 5595.436919	 6476.894982	 7419.490828	 7260.415671	 7967.328953	 7909.347187	 7553.838543	 8953.169684	 9684.674439	12523.008325
21121	1308.930852	 940.558631	 997.083517	1223.031597	 993.830861	 951.567358	1076.698661	1487.937498	1724.027153	1760.255012	1899.778285	1937.896940
31111	656.069487	 509.334236	 523.868236	 512.053484	 535.497266	 764.507408	 900.981394	 924.388143	 754.102393	 985.419481	1101.415403	1459.025347
46099	4652.062516	3398.693779	3798.928657	4688.394825	5091.164730	4696.291011	5385.446144	5614.184113	5171.370099	6351.073637	6664.531588	8317.890277
48441	3680.015742	2690.524742	2515.681232	3212.345920	3102.348082	2787.584271	3093.960329	3748.614411	4312.930600	5089.882568	5380.736881	6768.164321
51165	2641.646134	2171.514964	2018.209413	2463.037695	2139.649811	2066.185987	2303.843130	3113.260731	3524.485411	4198.486117	3978.442203	4420.796196
13035	475.532208	304.551937	339.049837	415.598510	446.492821	512.507902	606.572469	597.693694	522.799334	574.756627	597.558377	861.092840
34023	30932.308784	24494.206889	25898.209299	29015.015610	30318.354923	28258.086568	32482.739518	33660.576344	36895.409842	43074.368109	45156.551209	55327.314457
40079	778.804896	 572.213438	 747.324884	 919.563960	 798.001383	 862.960647	1019.387724	1127.079518	1222.660970	1426.441882	1503.563864	2284.565182
47093	19252.360297	15304.997144	14898.467042	18338.183709	17347.160828	15992.043120	18008.231049	22091.685714	22648.589013	28009.471601	28098.378828	31470.458570
