17043	9690.164175	 8115.442626	 9460.802942	 9355.650540	 9841.876903	12673.964495	10986.929982	11742.664258	13357.411407	12344.427388	15238.976351	21240.534609
19163	1458.869812	1398.297653	1608.402275	1703.531729	1791.090500	2012.945534	1892.996097	2268.095708	2521.602275	2247.170403	2798.711617	3815.326930
21209	591.550236	 504.185281	 652.211785	 572.496492	 490.790240	 646.699809	 555.645682	 630.298551	 749.893633	 692.370958	 829.391235	1264.810146
23019	1437.358927	1408.401531	1512.859688	1652.098579	1228.638580	1374.119544	1126.691170	1435.762247	2265.406648	1994.098196	2310.325780	2996.790643
33013	1531.890717	1320.924392	1440.158565	1379.359811	1201.330108	1549.906162	1744.145881	1718.117896	2579.511482	2200.634142	2638.738663	3248.582555
36103	16741.154214	13751.185335	17399.687024	16891.123581	20259.175557	29636.104930	29171.295299	31429.242693	30002.975253	25914.425491	30491.833609	42176.216472
54039	2691.779611	2270.478031	2649.498176	2576.358907	2673.659040	3413.520079	3130.916607	3598.634894	3796.960311	3418.670959	4071.299353	5500.145945
8101	841.715434	 685.022947	 838.758251	 777.166809	 795.961241	1047.317825	 900.571258	1066.278306	1272.839785	1137.879163	1373.297182	1930.992273
13299	184.956544	212.432284	307.836632	279.178433	219.043465	306.097493	301.871940	310.823613	347.660841	358.415204	399.087376	527.405959
19061	1087.711822	 889.776339	 973.327022	1068.182547	1053.593578	1078.989137	 948.914347	1125.002686	1557.937687	1432.125239	1762.348233	2283.468815
21071	331.995190	265.409791	343.451813	321.914401	381.870308	492.903914	458.438196	480.081149	514.898558	502.606053	636.463091	916.468603
36077	714.082750	 685.363970	 764.191801	 940.912709	 744.295585	 662.948129	 779.362964	1012.001721	1845.949947	1631.921389	1498.874486	1570.318371
37153	423.031612	423.389627	522.972200	513.540006	443.055832	578.032014	523.841176	540.602396	644.097029	521.714616	497.428569	836.715424
48041	4054.032448	3728.611617	3702.153406	4399.601593	3047.066892	3562.398228	3300.337482	5416.061261	9420.502806	7791.127234	9511.711290	7953.877493
48203	634.758553	 539.619777	 626.901013	 591.856169	 463.677020	 680.813319	 689.185117	 782.830283	 849.286811	 692.585922	 865.425904	1124.757896
55093	252.594851	309.300247	276.316156	376.996199	323.706958	319.742670	296.134235	322.704523	686.126181	562.808471	581.156890	749.435701
1127	586.943417	 519.684684	 542.582454	 499.799108	 473.937339	 647.284823	 689.425593	 792.541257	 904.965910	 793.292856	1052.739666	1519.777887
17111	2046.893454	1544.840753	1848.290479	1797.777253	2023.290265	2853.683666	2638.384329	2734.133829	2923.831628	2757.697594	3465.883369	5353.121963
17201	2369.563964	2210.747239	2694.230361	2620.167498	2634.899085	3514.344638	2878.864391	3143.214093	3664.672762	3423.155386	4057.993173	5598.227766
21121	422.156388	371.394196	430.870427	411.710954	308.429607	415.306726	394.150815	546.258859	692.585845	601.840018	715.341301	794.483861
31111	244.352338	191.887986	267.808800	180.669481	166.486068	376.993573	346.428309	376.860467	370.910535	385.604329	449.318052	688.017785
46099	1809.237491	1525.167180	1786.371755	1815.815746	1820.286155	2186.459784	2032.175609	2172.622562	2583.884446	2343.049776	2733.282050	3602.219559
48441	1299.954409	1046.758443	1089.491789	1164.023170	1088.185593	1229.003538	1123.271599	1456.311481	1908.120517	1772.375185	2027.029358	2731.595196
51165	1105.284499	1001.898277	 921.555525	 903.573704	 781.521253	1015.353004	 843.294340	1239.920930	1749.575473	1592.363485	1722.312918	1968.982451
13035	169.610039	164.234387	197.269608	195.026490	184.039492	240.087782	250.251791	244.454789	274.528499	227.581468	269.420188	404.638912
34023	11372.334178	10110.029827	12001.298391	11606.682705	11035.326855	13470.010677	12213.973494	13673.520116	17769.295133	16511.407267	18609.997803	24443.747746
40079	249.943998	210.049343	344.807395	306.434118	257.318293	399.629887	356.860954	419.326324	524.582829	478.098829	568.137771	941.793697
47093	6878.812178	 6227.615921	 6870.250131	 7104.899326	 5963.386376	 7385.159159	 6677.263144	 8740.233930	11150.873118	10325.855408	12241.393339	13181.059149
